Spreadsheet caution
www.fb.com
www.google.com
www.twitter.com
www.facebook.com
www.instagram.com
www.webkinz.com
www.wikipedia.com
 www.yelp.com
www.indeed.com
www.imdb.com
www.espn.com
www.gamepedia.com
www.yelp.com
www.homedepot.com
www.rottentomatoes.com
www.theguardian.com
www.msn.com
www.foxnews.com
www.allrecepies.com
www.cnet.com
www.retailmenot.com
www.wiktionary.com
www.wayfair.com
www.investopedia.com
www.apartments.com
www.bbb.com
